vin,make,model,year,body
WAUZZZ4G7CN0XXXXX,Audi,A6,,
WAUZZZ4G7CN0XXXXX,Audi,,,
WBAVC91050KSXXXXX,BMW,3 Series,,sedan
WAUZZZ4F96N0XXXXX,Audi,A6,,
WBA8C51030P8XXXXX,BMW,3 Series,,sedan
WAUZZZ4F96N0XXXXX,Audi,A6,,
WAUENAF48JA2XXXXX,Audi,A4,2018,
WAUENAF48JA2XXXXX,Audi,A4,,
WAUZZZF16MD0XXXXX,Audi,Q8,,SUV
WAUZZZ8K6BA0XXXXX,Audi,A4,,
WAUZZZ8K6BA0XXXXX,Audi,A4,,
WAUENAF48JA2XXXXX,Audi,A4,,
WAUENAF48JA2XXXXX,Audi,A4,2018,sedan
WAUENAF48JA2XXXXX,Audi,A4,2018,sedan
WAUZZZ8K6BA0XXXXX,Audi,A4,,
WAUENAF48JA2XXXXX,Audi,A4,,sedan
WAUZZZ8V8J10XXXXX,Audi,,,sedan
WBAPK5C55AA6XXXXX,BMW,3 Series,2010,
WBAFW120X0D2XXXXX,BMW,5 Series,,sedan
WBANV1C55AC1XXXXX,BMW,5 Series,2010,
WBAXC2106DD2XXXXX,BMW,5 Series,2013,
WBAXC2106DD2XXXXX,BMW,5 Series,,hatchback
WAUZZZ4L98D0XXXXX,Audi,Q7,,
WAUZZZ4L98D0XXXXX,Audi,Q7,,SUV
WBA3D31010F3XXXXX,BMW,3 Series,,sedan
WBA3N9C51GK2XXXXX,BMW,4 Series,2016,
WAUZZZ8E34A2XXXXX,Audi,A4,,
WBAVC11030VEXXXXX,BMW,3 Series,,sedan
WBA3N9C51GK2XXXXX,BMW,4 Series,2016,
WBA3N9C51GK2XXXXX,BMW,4,,coupe
WBATX3503KNEXXXXX,BMW,X3,,
WAUZZZ8E34A2XXXXX,Audi,A4,,
WBATX3503KNEXXXXX,BMW,X Series,,SUV
WBANC710X0V6XXXXX,BMW,,,
WAUZZZ44ZJN2XXXXX,Audi,100,,
WAUZZZ44ZJN2XXXXX,Audi,A6,2007,
WAUZZZ44ZJN2XXXXX,Audi,100,,sedan
WBATX35010NCXXXXX,BMW,X Series,,SUV
WAUZZZ8K1DA0XXXXX,Audi,A4,,
WBAUT71050A3XXXXX,BMW,3 Series,,estate
WAUZZZ8P1AA1XXXXX,Audi,A3,,
WAUZZZ8P1AA1XXXXX,Audi,A3,,hatchback
WAUZZZ8P07A1XXXXX,Audi,A3,,hatchback
WAUZZZ8K1DA0XXXXX,Audi,A4,,
WAUZZZ8K1DA0XXXXX,Audi,A4,,
WAUZZZ8K1DA0XXXXX,Audi,A4,,estate
WBA3P12090KWXXXXX,BMW,4,,coupe
WAUZZZ8K1DA0XXXXX,Audi,A4,,
WBAKM21000CYXXXXX,BMW,7 Series,,sedan
WAUZZZ8P28A1XXXXX,Audi,A3,,
WAUZZZ8P28A1XXXXX,Audi,A3,,
WAUZZZ8P28A1XXXXX,Audi,A3,,
WAUZZZ8P28A1XXXXX,Audi,A3,,
WBAWM91090E2XXXXX,BMW,3 Series,,
WBAPK7G5XBNNXXXXX,BMW,3 Series,2011,
WBAWM91090E2XXXXX,BMW,3 Series,,convertible
WAUZZZ8P28A1XXXXX,Audi,A3,,hatchback
WAUZZZ8K9FA1XXXXX,Audi,A4,2015,
WAUZZZ8K9FA1XXXXX,Audi,A4,,
WBAPX11000CZXXXXX,BMW,5 Series,,estate
WBAVP71000VWXXXXX,BMW,X Series,,SUV
WBAFW11010DYXXXXX,BMW,5 Series,,sedan
WBAVC31060VGXXXXX,BMW,3 Series,,
WBAVC31030VCXXXXX,BMW,3 Series,,sedan
WBAVC31060VGXXXXX,BMW,3 Series,,sedan
WBAVC31060VGXXXXX,BMW,3 Series,,sedan
WBACB11000FCXXXXX,BMW,3 Series,,sedan
WBAVU31060KZXXXXX,BMW,3 Series,,
WBAVU31060KZXXXXX,BMW,3 Series,,
WBAVU31060KZXXXXX,BMW,3 Series,,estate
WAUZZZ4M1GD0XXXXX,Audi,Q7,,
WAUZZZ4M1GD0XXXXX,Audi,Q7,,
WAUZZZ4M1GD0XXXXX,Audi,Q7,,SUV
WBAFW110100YXXXXX,BMW,X Series,,SUV
WBA7C61050G7XXXXX,BMW,7 Series,,sedan
WBATX15060NAXXXXX,BMW,X3,,van
WBATX15060NAXXXXX,BMW,X Series,,SUV
WAUZZZ8P4AA0XXXXX,Audi,A3,,
WAUZZZ8P4AA0XXXXX,Audi,A3,,
WAUZZZ8P4AA0XXXXX,Audi,A3,,hatchback
WBS3C9C54FJ2XXXXX,BMW,3 Series,2015,
WBS3C9C54FJ2XXXXX,BMW,3 Series,,sedan
WBS3C9C54FJ2XXXXX,BMW,3 Series,2015,sedan
WAUZZZ4G3FN0XXXXX,Audi,A6,,estate
WAUZZZ4G3FN0XXXXX,Audi,,,
WBS3C9C54FJ2XXXXX,BMW,3 Series,,sedan
WAUZZZ8K78N0XXXXX,Audi,A4,,
WAUZZZ8K78N0XXXXX,Audi,A4,,sedan
WAUZZZ8E17A2XXXXX,Audi,A4,,
WAUZZZ8V2EA0XXXXX,Audi,A3,,
WAUZZZ8V2EA0XXXXX,Audi,,,hatchback
WAUZZZ8E17A2XXXXX,Audi,A4,,
WAUZZZ8K0BN0XXXXX,Audi,A4,,
WAUZZZ8K0BN0XXXXX,Audi,A4,,sedan
WAUZZZ4G3EN0XXXXX,Audi,A6,,
WBAVN31000VNXXXXX,BMW,X Series,,SUV
WAUZZZF2XKN0XXXXX,Audi,,,
WBA3K310X0F6XXXXX,BMW,3 Series,,
WBA3K310X0F6XXXXX,BMW,3 Series,,estate
5UXFG2C5XBLXXXXXX,BMW,X Series,,SUV
WAUZZZ8X7FB0XXXXX,Audi,,,hatchback
WAUZZZ8E35A5XXXXX,Audi,A4,,
WAUZZZ8E35A5XXXXX,Audi,A4,,SUV
WAUZZZ8E35A5XXXXX,Audi,A4,,
WAUZZZ4G5GN1XXXXX,Audi,A6,2016,
WAUZZZ4G5GN1XXXXX,Audi,A6,,
WAUZZZ4G9HN0XXXXX,Audi,A6,2017,
WAUZZZ8V3HA0XXXXX,Audi,,,hatchback
WAUZZZ4G5GN1XXXXX,Audi,A6,,
WAUZZZ4G9HN0XXXXX,Audi,A6,,
WAUZZZ4G9HN0XXXXX,Audi,A6,,
WAUZZZ4G9HN0XXXXX,Audi,A6,,van
WAUZZZ8E23A2XXXXX,Audi,A4,,
WAUZZZ4G9HN0XXXXX,Audi,A6,,
WAUZZZ8E23A2XXXXX,Audi,A4,,
WBA2E510705CXXXXX,BMW,2 Series,,multi-purpose vehicle
WBAWA710X0J0XXXXX,BMW,3 Series,,coupe
WAUZZZ4F89N0XXXXX,Audi,A6,,
WAUZZZ4F89N0XXXXX,Audi,A6,,
WAUZZZ8U1HR0XXXXX,Audi,Q3,2017,
WAUZZZ4F5AN0XXXXX,Audi,A6,,
WAUZZZ8U1HR0XXXXX,Audi,Q3,,
WAUZZZ4F5AN0XXXXX,Audi,A6,,
WAUZZZ8U1HR0XXXXX,Audi,Q3,,SUV
WBAVC31080VAXXXXX,BMW,3 Series,,sedan
WAUZZZ4GXHN0XXXXX,Audi,,,
WAUZZZ4FX9N0XXXXX,Audi,A6,,
WAUZZZ4FX9N0XXXXX,Audi,A6,,
WAUZZZ4FX9N0XXXXX,Audi,A6,,
WAUZZZF44GA0XXXXX,Audi,A4,2016,sedan
WAUZZZF44GA0XXXXX,Audi,A4,,
WBAVC11010VEXXXXX,BMW,3 Series,,sedan
WBA8E11080K4XXXXX,BMW,3 Series,,
WAUZZZF44GA0XXXXX,Audi,,2016,sedan
WBABD11030PMXXXXX,BMW,3 Series,,
WBABD11030PMXXXXX,BMW,3 Series,,
WBABD11030PMXXXXX,BMW,3 Series,,
WBA8E11080K4XXXXX,BMW,3 Series,,sedan
WBABD11030PMXXXXX,BMW,3 Series,,
WBA8X11080CDXXXXX,BMW,3 Series,,
WBA8E11080K4XXXXX,BMW,3 Series,,sedan
WBA8E11080K4XXXXX,BMW,3 Series,,sedan
WBASN42010C2XXXXX,BMW,5 Series,,hatchback
WBA7L110907JXXXXX,BMW,1 Series,,
WBAJD51060BCXXXXX,BMW,5 Series,,sedan
WBACJ11060LAXXXXX,BMW,Z Series,,convertible
WBA7L110907JXXXXX,BMW,,,
WAUZZZ4G1HN1XXXXX,Audi,A6,2017,
WAUZZZ4G1HN1XXXXX,Audi,A6,2017,estate
WBAJY41020CHXXXXX,BMW,,,sedan
WBA3D11050F3XXXXX,BMW,3 Series,,sedan
WAUZZZ8K8AA0XXXXX,Audi,A4,,
WAUZZZ8K8AA0XXXXX,Audi,A4,,
WAUZZZ8K8AA0XXXXX,Audi,A4,,
WAUZZZ8K0DA2XXXXX,Audi,A4,,
WA1DGAFP4DA0XXXXX,Audi,Q5,2013,SUV
WAUZZZ8K0DA2XXXXX,Audi,A4,,
WAUZZZ8K0DA2XXXXX,Audi,A4,2013,
WA1DGAFP4DA0XXXXX,Audi,Q5,,
WAUZZZ8K0DA2XXXXX,Audi,A4,,estate
WA1DGAFP4DA0XXXXX,Audi,Q5,,
WBA5U91080FLXXXXX,BMW,3 Series,,
WAUZZZ8K0DA2XXXXX,Audi,A4,,
WAUZZZZ4G5GNXXXXX,Audi,,,
WBAUF92070PSXXXXX,BMW,1 Series,,hatchback
WAUZZZ8E22A1XXXXX,Audi,A4,,
WAUZZZ8E22A1XXXXX,Audi,A4,,
WAUZZZ8K2DA0XXXXX,Audi,A4,,
WAUZZZF46JA2XXXXX,Audi,A4,,
WAUZZZF46JA2XXXXX,Audi,A4,,
WAUZZZ8K2DA0XXXXX,Audi,A4,,
WAUZZZF46JA2XXXXX,Audi,A4,,
WAUZZZ8K2DA0XXXXX,Audi,A4,,
WBA1J7C50GV3XXXXX,BMW,2 Series,,
WBA1J7C50GV3XXXXX,BMW,2 Series,2016,
WBAVC31060VGXXXXX,BMW,3 Series,,
WBAVC31060VGXXXXX,BMW,3 Series,,sedan
WBA1J7C50GV3XXXXX,BMW,2 Series,,coupe
WBANX71090CSXXXXX,BMW,5 Series,,
WBAUX32050A3XXXXX,BMW,,,estate
WBANX71090CSXXXXX,BMW,530D,,sedan
WBAUX32050A3XXXXX,BMW,3 Series,,estate
WAUZZZ4F46N0XXXXX,Audi,A6,,
WAUZZZ4F46N0XXXXX,Audi,A6,,
WBAKM21050CYXXXXX,BMW,7 Series,,
WBAUB31050VNXXXXX,BMW,1 Series,,hatchback
WAUZZZ8P8AA0XXXXX,Audi,A3,,
WAUZZZ4EX3N0XXXXX,Audi,A8,,
WAUZZZ8P8AA0XXXXX,Audi,A3,,
WBAKM21050CYXXXXX,BMW,7 Series,,sedan
WAUZZZ4EX3N0XXXXX,Audi,A8,,sedan
WAUZZZ8P8AA0XXXXX,Audi,A3,,hatchback
WBAKM21050CYXXXXX,BMW,7 Series,,sedan
WBA5D11060D7XXXXX,BMW,5 Series,,
WAUZZZ8K6AA0XXXXX,Audi,A4,2010,
WBA5D11060D7XXXXX,BMW,R,,sedan
WBA5D11060D7XXXXX,BMW,5 Series,,sedan
WAUZZZGY5PA0XXXXX,Audi,A3,,
WAUZZZGY5PA0XXXXX,Audi,,,
WAUZZZ8P06A0XXXXX,Audi,A3,2006,
WBAPX71080B9XXXXX,BMW,5 Series,,
WBAPX71080B9XXXXX,BMW,5 Series,,estate
WBAPD71060WFXXXXX,BMW,X3,,sedan
WBAPX71080B9XXXXX,BMW,5 Series,,estate
WBAPD71060WFXXXXX,BMW,X Series,,SUV
WAUZZZ4M4GD0XXXXX,Audi,Q7,2016,
WAUZZZ8K4DA2XXXXX,Audi,A4,,
WAUZZZ8K4DA2XXXXX,Audi,A4,,SUV
WAUZZZ4G8JN1XXXXX,Audi,A6,2018,
WAUZZZ8T5AA0XXXXX,Audi,A5,,
WAUZZZ8K4DA2XXXXX,Audi,A4,2013,
WAUZZZ8T5AA0XXXXX,Audi,A5,,
WAUZZZ4G8JN1XXXXX,Audi,A6,,
WAUZZZ4G8JN1XXXXX,Audi,A6,,
WBSGV02080CLXXXXX,BMW,8 Series,,
WA1AWAF16LD0XXXXX,Audi,Q8,,SUV
WBADL81020GXXXXXX,BMW,5 Series,,
WBADL81020GXXXXXX,BMW,5 Series,,
WBADL81020GXXXXXX,BMW,5 Series,,
WBADL81020GXXXXXX,BMW,5 Series,,sedan
WAUZZZBE22A2XXXXX,Audi,,,
WBAJN71020BJXXXXX,BMW,5 Series,,estate
WBAPN31030VHXXXXX,BMW,3 Series,,
WBAPN31030VHXXXXX,BMW,3 Series,,sedan
WAUZZZF20LN0XXXXX,Audi,A6,,
WAUZZZF20LN0XXXXX,Audi,,,
WBS1H91030V8XXXXX,BMW,2 Series,,
WBAVC31020VCXXXXX,BMW,3 Series,,
WBS1H91030V8XXXXX,BMW,2 Series,,coupe
WAUZZZ4BZ1N0XXXXX,Audi,A6,,
WAUZZZ4BZ1N0XXXXX,Audi,A6,2000,sedan
WAUZZZ4BZ1N0XXXXX,Audi,A6,,
WBAVC31020VCXXXXX,BMW,3 Series,,sedan
WBAJD51040BLXXXXX,BMW,5 Series,,sedan
WAUZZZ4BZ1N0XXXXX,Audi,A6,,
WAUZZZ4G9DN0XXXXX,Audi,A7,2013,
WBAUG51050PVXXXXX,BMW,1 Series,,
WBAUG51050PVXXXXX,BMW,1 Series,,hatchback
WBSCD91090EXXXXXX,BMW,3 Series,,sedan
WBSCD91090EXXXXXX,BMW,3 Series,,sedan
WAUZZZF57KA0XXXXX,Audi,A5,,
WAUZZZF57KA0XXXXX,Audi,A5,,
WAUZZZF57KA0XXXXX,Audi,A5,,liftback
WBAWY710000CXXXXX,BMW,X Series,,SUV
WBAWC91030PWXXXXX,BMW,3 Series,,coupe
WBA2N31060VBXXXXX,BMW,2 Series,,convertible
WBAPB51070WBXXXXX,BMW,X3,,
WBAJR71010WWXXXXX,BMW,5 Series,,sedan
WBAJD51010BLXXXXX,BMW,5 Series,,sedan
WBA5D52020D3XXXXX,BMW,5 Series,,sedan
WBAPB51070WBXXXXX,BMW,X3,,crossover
WAUZZZ8P4CA0XXXXX,Audi,A3,,hatchback
WAUZZZ8P4CA0XXXXX,Audi,A3,,
WAUZZZ8P4CA0XXXXX,Audi,A3,2012,
WAUZZZ8K89A0XXXXX,Audi,A4,,
WAUZZZ8K89A0XXXXX,Audi,A4,,
WAUZZZ8K89A0XXXXX,Audi,A4,2009,estate
WAUZZZ8V0GA1XXXXX,Audi,A3,,hatchback
WBAFW31080C5XXXXX,BMW,5 Series,,sedan
WBAFW31080C5XXXXX,BMW,5 Series,,sedan
WAUZZZ8P66A1XXXXX,Audi,A3,,
WAUZZZ8P66A1XXXXX,Audi,A3,,hatchback
WAUZZZ8V9GA1XXXXX,Audi,,,hatchback
WAUZZZ8V9HA0XXXXX,Audi,A3,,
WAUZZZ8V9HA0XXXXX,Audi,,,hatchback
WAUZZZ8X6GB0XXXXX,Audi,A1,,
WAUZZZ8X6GB0XXXXX,Audi,A1,,
WBA1C71030J0XXXXX,BMW,1 Series,,
WBANC31016CXXXXXX,BMW,5 Series,,sedan
WBA1C71030J0XXXXX,BMW,1 Series,,hatchback
WBA1C71030J0XXXXX,BMW,1 Series,,hatchback
WAUZZZ8X6GB0XXXXX,Audi,A1,,hatchback
WBAFW11010DUXXXXX,BMW,5 Series,,
WBAFW11010DUXXXXX,BMW,5 Series,,sedan
WAUZZZ8KXAN0XXXXX,Audi,A4,,
WAUZZZ8KXAN0XXXXX,Audi,A4,,sedan
WAUZZZ8K79A0XXXXX,Audi,A4,,
WAUZZZ8T09A0XXXXX,Audi,A5,,
WAUZZZ8K79A0XXXXX,Audi,A4,,
WAUZZZ8K79A0XXXXX,Audi,A4,,
WAUZZZ8T09A0XXXXX,Audi,A5,,coupe
WBASN61020C4XXXXX,BMW,530D (EUR),,hatchback
WAUZZZ8P9BA1XXXXX,Audi,A3,,
WAUZZZ8P9BA1XXXXX,Audi,A3,,hatchback
WBAAS71050CHXXXXX,BMW,3 Series,,
WBA3K51030K3XXXXX,BMW,3 Series,,estate
WBAAS71050CHXXXXX,BMW,3 Series,,sedan
WBA2D710105CXXXXX,BMW,2 Series,,van
WBAVT91010KVXXXXX,BMW,3 Series,,
WBA2D710105CXXXXX,BMW,2 Series,,multi-purpose vehicle
WBAVT91010KVXXXXX,BMW,3 Series,,estate
WAUZZZ4E24N0XXXXX,Audi,A8,2004,
WBA1V71000V8XXXXX,BMW,1 Series,,hatchback
WAUZZZ8V1FA1XXXXX,Audi,,2015,
WAUZZZ8K5FA0XXXXX,Audi,A4,2015,
WAUZZZ8K5FA0XXXXX,Audi,A4,,
WAUZZZ8K5FA0XXXXX,Audi,A4,,
WAURVAFD1BN0XXXXX,Audi,A8,2011,
WAUZZZ8K5FA0XXXXX,Audi,A4,,
WBAMX11060DYXXXXX,BMW,5 Series,,estate
WBAAS71050FYXXXXX,BMW,3 Series,,sedan
WBAFB71060LXXXXXX,BMW,X Series,,SUV
WBAAS71050FYXXXXX,BMW,3 Series,,sedan
WBAWC31090PWXXXXX,BMW,3 Series,,
WBAWC31090PWXXXXX,BMW,3 Series,,coupe
WAUZZZ8P8AA0XXXXX,Audi,A3,,
WAUZZZ8P0BA0XXXXX,Audi,A3,,
WAUZZZ8P0BA0XXXXX,Audi,A3,,
WAUZZZ8P0BA0XXXXX,Audi,A3,,
WAUZZZ8P8AA0XXXXX,Audi,A3,,
WAUZZZ8P0BA0XXXXX,Audi,A3,,hatchback
WAUZZZ8P8AA0XXXXX,Audi,A3,,hatchback
WBAMX11010DYXXXXX,BMW,5 Series,,estate
WBAZW41060L8XXXXX,BMW,X Series,,SUV
WAUZZZ8T6AA0XXXXX,Audi,A5,,
WAUZZZ4F08N0XXXXX,Audi,A6,,
WAUZZZ4F08N0XXXXX,Audi,A6,,
WBAFF02020L2XXXXX,BMW,X5,,estate
WAUZZZ8T6AA0XXXXX,Audi,A5,,
WAUZZZ8T6AA0XXXXX,Audi,A5,,
WAUZZZF36L10XXXXX,Audi,Q3,,
WAUZZZF56JA1XXXXX,Audi,A5,,
WAUZZZF36L10XXXXX,Audi,Q3,,SUV
WAUZZZF56JA1XXXXX,Audi,A5,,liftback
WBAVT91010KXXXXXX,BMW,3 Series,,
WBAVT91010KXXXXXX,BMW,3 Series,,estate
WBAWY310900AXXXXX,BMW,X3,,
WBAWY310900AXXXXX,BMW,X Series,,SUV
WAUZZZ8KXBA0XXXXX,Audi,A4,,
WBAUR31000VFXXXXX,BMW,1 Series,,coupe
WUAZZZ4G4FN9XXXXX,Audi,,,
WAUZZZ4G8CN1XXXXX,Audi,A6,2012,
WBAXA31020DWXXXXX,BMW,5 Series,2012,
WBAKS4108H0RXXXXX,BMW,X5,,
WBAKS4108H0RXXXXX,BMW,X Series,,SUV
WAUZZZ8R2AA0XXXXX,Audi,Q5,,
WAUZZZ8R2AA0XXXXX,Audi,Q5,,SUV
WAUZZZ8P07A2XXXXX,Audi,A3,,
WAUZZZ8P07A2XXXXX,Audi,A3,,
WAUZZZ8TX8A0XXXXX,Audi,A5,,
WAUZZZ8P07A2XXXXX,Audi,A3,,hatchback
WBAFB71050LXXXXXX,BMW,X Series,,SUV
WAUZZZ8TX8A0XXXXX,Audi,A5,,
WAUZZZ8TX8A0XXXXX,Audi,A5,,coupe
WBAJM91020BHXXXXX,BMW,5 Series,,
WBAJM91020BHXXXXX,BMW,5 Series,,
WBAJM91020BHXXXXX,BMW,5 Series,,estate
WBAUH31060E5XXXXX,BMW,1 Series,,hatchback
WBAVA71040PRXXXXX,BMW,3 Series,,sedan
WBAKM81070CYXXXXX,BMW,7 Series,,
WBAVA71040PRXXXXX,BMW,3 Series,,sedan
WBAVA71040PRXXXXX,BMW,3 Series,,sedan
WBAKM81070CYXXXXX,BMW,5 Series,,
WBAKM81070CYXXXXX,BMW,7 Series,,sedan
WBAWY31080L6XXXXX,BMW,X3,,SUV
WBAAS71060FYXXXXX,BMW,3 Series,,
WBAAS71060FYXXXXX,BMW,3 Series,,sedan
WBAWY31080L6XXXXX,BMW,X Series,,SUV
WBAAS71060FYXXXXX,BMW,3 Series,,sedan
4USBT33443LRXXXXX,BMW,Z4,2003,
WBAFG01040L3XXXXX,BMW,X Series,,SUV
WBA4B310X0D6XXXXX,BMW,4,,liftback
WBA2E510205FXXXXX,BMW,2 Series,,multi-purpose vehicle
WAUZZZ8X0BB0XXXXX,Audi,A1,,hatchback
WAUZZZ8P5AA0XXXXX,Audi,A3,,
WAUZZZ8P5AA0XXXXX,Audi,A3,,
WAUZZZ8P5AA0XXXXX,Audi,A3,,hatchback
WAUZZZ8K99A0XXXXX,Audi,A4,,
WAUZZZ8K99A0XXXXX,Audi,A4,,
WAUZZZ8K99A0XXXXX,Audi,A4,2009,
WBA5V51030AJXXXXX,BMW,3 Series,,sedan
5UXZV8C53D0CXXXXX,BMW,X5,2013,
WBA3B51090F7XXXXX,BMW,3 Series,,sedan
WAUZZZ8V7GA1XXXXX,Audi,A3,,hatchback
WAUZZZ8V7GA1XXXXX,Audi,,,hatchback
WAUZZZ8K0FA0XXXXX,Audi,A4,2015,
WAUZZZ8U5CR0XXXXX,Audi,Q3,,SUV
WBAWK71030P2XXXXX,BMW,3 Series,,convertible
WBADP810X0GWXXXXX,BMW,5 Series,,
WB10A0409FZ2XXXXX,BMW,,,motorcycle
WBADP810X0GWXXXXX,BMW,5 Series,,estate
WAUZZZ8K1FA1XXXXX,Audi,A4,,
WAUZZZ4F69N0XXXXX,Audi,A6,,
WBAMW91050DVXXXXX,BMW,5 Series,,estate
WAUZZZ4F69N0XXXXX,Audi,A6,,
WAUZZZ4F69N0XXXXX,Audi,A6,,
WAUZZZ4F69N0XXXXX,Audi,A6,,
WAUZZZ8K29A1XXXXX,Audi,A4,,
WAUZZZ4M3GD0XXXXX,Audi,Q7,,
WBA3S91010K3XXXXX,BMW,4,,
WAUZZZF51KA0XXXXX,Audi,A5,,hatchback
WBAPF51070A4XXXXX,BMW,3 Series,,
WBAPF51070A4XXXXX,BMW,3 Series,,sedan
WBAPF51070A4XXXXX,BMW,3 Series,,sedan
WBABS52060EHXXXXX,BMW,3 Series,,
WBAJW81000BKXXXXX,BMW,6 Series,,
WBAJW81000BKXXXXX,BMW,6 Series,,hatchback
WBS4Y92030ABXXXXX,BMW,4 Series,,
WBS4Y92030ABXXXXX,BMW,4 Series,,
WBAXX110800TXXXXX,BMW,X4,,crossover
WBAXX110800TXXXXX,BMW,X Series,,SUV
WBANX51020C0XXXXX,BMW,5 Series,,sedan
WAUZZZ4G1GN0XXXXX,Audi,A6,2016,sedan
WBA1M51090V3XXXXX,BMW,2 Series,,convertible
WAUZZZ8E64A0XXXXX,Audi,A4,,
WBA3R5C55FK3XXXXX,BMW,4 Series,,
WBA3R5C55FK3XXXXX,BMW,4,,coupe
WBAPX51020C1XXXXX,BMW,5 Series,,SUV
WAUZZZ8K2BA0XXXXX,Audi,A4,,
WBA1C31070E9XXXXX,BMW,1 Series,,hatchback
WAUZZZ8E87A0XXXXX,Audi,A4,,
WBAPX51020C1XXXXX,BMW,5 Series,,estate
WAUZZZ4F47N0XXXXX,Audi,A6,2007,
WAUZZZ8K0BA0XXXXX,Audi,A4,,
WAUZZZ8K0BA0XXXXX,Audi,A4,,
WBAVC93518K0XXXXX,BMW,3 Series,,sedan
WAUZZZ4L98D0XXXXX,Audi,Q7,,van
WAUZZZ4L98D0XXXXX,Audi,Q7,,
WAUZZZ4L98D0XXXXX,Audi,Q7,,SUV
WBAWD51070P0XXXXX,BMW,3 Series,,coupe
TRUZZZ8J7A10XXXXX,Audi,TT,,
WAUZZZ4F28N1XXXXX,Audi,A6,,
WBAPX31090C3XXXXX,BMW,5 Series,,estate
TRUZZZ8J7A10XXXXX,Audi,TT,,
WBA3D91050F4XXXXX,BMW,3 Series,,
TRUZZZ8J7A10XXXXX,Audi,TT,,
WBACV610X09BXXXXX,BMW,2 Series,,van
WBA3D91050F4XXXXX,BMW,3 Series,,sedan
WBACV610X09BXXXXX,BMW,X5,,SUV
